source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0051179,localization,5.562722021778864e-61,True,"""Any process in which a cell, a substance, or a cellular entity, such as a protein complex or organelle, is transported, tethered to or otherwise maintained in a specific location. In the case of substances, localization may also be achieved via selective degradation."" [GOC:ai, GOC:dos]",5521,5289,1867,21017,0.3529967857818113,0.3381633761999638,query_1,['GO:0008150']
GO:BP,GO:0035556,intracellular signal transduction,3.8122058408902265e-55,True,"""The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell."" [GOC:bf, GOC:jl, GOC:signaling, ISBN:3527303782]",2946,5289,1106,21017,0.2091132539232369,0.3754243041412084,query_1,['GO:0007165']
GO:BP,GO:0033036,macromolecule localization,1.1097009357840187e-53,True,"""Any process in which a macromolecule is transported to, or maintained in, a specific location."" [GOC:mah]",3211,5289,1180,21017,0.22310455662696163,0.36748676424789783,query_1,['GO:0051179']
GO:BP,GO:0046907,intracellular transport,3.668883341605459e-53,True,"""The directed movement of substances within a cell."" [GOC:ai]",1371,5289,605,21017,0.11438835318585744,0.4412837345003647,query_1,"['GO:0006810', 'GO:0051641', 'GO:0051649']"
GO:BP,GO:0051649,establishment of localization in cell,1.1791553986775964e-52,True,"""Any process, occurring in a cell, that localizes a substance or cellular component. This may occur via movement, tethering or selective degradation."" [GOC:ai, GOC:dos, GOC:dph, GOC:tb]",1976,5289,800,21017,0.15125732652675364,0.4048582995951417,query_1,"['GO:0051234', 'GO:0051641']"
GO:BP,GO:0009893,positive regulation of metabolic process,3.0080245695565467e-52,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]",3648,5289,1303,21017,0.24636037058045,0.35718201754385964,query_1,"['GO:0008152', 'GO:0019222', 'GO:0048522']"
GO:BP,GO:0006810,transport,5.432207702629737e-52,True,"""The directed movement of substances (such as macromolecules, small molecules, ions) or cellular components (such as complexes and organelles) into, out of or within a cell, or between cells, or within a multicellular organism by means of some agent such as a transporter or a transporter complex, a pore or a motor protein."" [GOC:dos, GOC:dph, GOC:jl, GOC:mah]",4341,5289,1501,21017,0.2837965588958215,0.345772863395531,query_1,['GO:0051234']
GO:BP,GO:0009057,macromolecule catabolic process,1.8813472949246244e-49,True,"""The chemical reactions and pathways resulting in the breakdown of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]",1348,5289,588,21017,0.11117413499716393,0.4362017804154303,query_1,"['GO:0009056', 'GO:0043170']"
GO:BP,GO:0070727,cellular macromolecule localization,4.4341740102284314e-48,True,"""Any process in which a macromolecule is transported to, and/or maintained in, a specific location at the level of a cell. Localization at the cellular level encompasses movement within the cell, from within the cell to the cell surface, or from one location to another at the surface of a cell."" [GOC:mah]",2749,5289,1023,21017,0.19342030629608623,0.3721353219352492,query_1,"['GO:0033036', 'GO:0051641']"
GO:BP,GO:0008104,protein localization,1.380099825696806e-47,True,"""Any process in which a protein is transported to, or maintained in, a specific location."" [GOC:ai]",2738,5289,1018,21017,0.192474948005294,0.3718042366691015,query_1,['GO:0070727']
GO:BP,GO:0006793,phosphorus metabolic process,1.7144846532342556e-47,True,"""The chemical reactions and pathways involving the nonmetallic element phosphorus or compounds that contain phosphorus."" [GOC:ai]",2553,5289,962,21017,0.18188693514842125,0.37681159420289856,query_1,['GO:0008152']
GO:BP,GO:0006796,phosphate-containing compound metabolic process,1.8268413966534744e-47,True,"""The chemical reactions and pathways involving the phosphate group, the anion or salt of any phosphoric acid."" [GOC:ai]",2550,5289,961,21017,0.18169786349026282,0.37686274509803924,query_1,['GO:0006793']
GO:BP,GO:0048583,regulation of response to stimulus,5.909589073536572e-45,True,"""Any process that modulates the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]",3958,5289,1364,21017,0.25789374172811497,0.3446184941889843,query_1,"['GO:0050789', 'GO:0050896']"
GO:BP,GO:0051716,cellular response to stimulus,6.724645287375368e-45,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus by a cell and ends with a change in state or activity or the cell."" [GOC:bf, GOC:jl]",7320,5289,2283,21017,0.4316505955757232,0.31188524590163935,query_1,"['GO:0009987', 'GO:0050896']"
GO:BP,GO:0010604,positive regulation of macromolecule metabolic process,1.6318431384171813e-44,True,"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",3349,5289,1187,21017,0.22442805823407072,0.35443415945058226,query_1,"['GO:0009893', 'GO:0043170', 'GO:0060255']"
GO:BP,GO:0051234,establishment of localization,5.660266022647866e-44,True,"""Any process that localizes a substance or cellular component. This may occur via movement, tethering or selective degradation."" [GOC:ai, GOC:dos]",4869,5289,1616,21017,0.30553979958404237,0.3318956664612857,query_1,['GO:0051179']
GO:BP,GO:0012501,programmed cell death,4.980784799608608e-43,True,"""A process which begins when a cell receives an internal or external signal and activates a series of biochemical events (signaling pathway). The process ends with the death of the cell."" [GOC:lr, GOC:mtg_apoptosis]",1980,5289,772,21017,0.14596332009831725,0.3898989898989899,query_1,['GO:0008219']
GO:BP,GO:0008219,cell death,5.922397804834552e-43,True,"""Any biological process that results in permanent cessation of all vital functions of a cell. A cell should be considered dead when any one of the following molecular or morphological criteria is met: (1) the cell has lost the integrity of its plasma membrane; (2) the cell, including its nucleus, has undergone complete fragmentation into discrete bodies (frequently referred to as apoptotic bodies). The cell corpse (or its fragments) may be engulfed by an adjacent cell in vivo, but engulfment of whole cells should not be considered a strict criteria to define cell death as, under some circumstances, live engulfed cells can be released from phagosomes (see PMID:18045538)."" [GOC:mah, GOC:mtg_apoptosis, PMID:25236395]",1984,5289,773,21017,0.1461523917564757,0.38961693548387094,query_1,['GO:0009987']
GO:BP,GO:0016192,vesicle-mediated transport,8.49795547791752e-42,True,"""A cellular transport process in which transported substances are moved in membrane-bounded vesicles; transported substances are enclosed in the vesicle lumen or located in the vesicle membrane. The process begins with a step that directs a substance to the forming vesicle, and includes vesicle budding and coating. Vesicles are then targeted to, and fuse with, an acceptor membrane."" [GOC:ai, GOC:mah, ISBN:08789310662000]",1547,5289,632,21017,0.11949328795613537,0.40853264382676147,query_1,"['GO:0006810', 'GO:0009987']"
GO:BP,GO:0050896,response to stimulus,2.694088367388356e-41,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus and ends with a change in state or activity or the cell or organism."" [GOC:ai, GOC:bf]",8993,5289,2700,21017,0.5104934770277936,0.300233514956077,query_1,['GO:0008150']
GO:BP,GO:0071705,nitrogen compound transport,1.5481185746402055e-40,True,"""The directed movement of nitrogen-containing compounds into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]",1909,5289,742,21017,0.140291170353564,0.3886851754845469,query_1,['GO:0006810']
GO:BP,GO:0080090,regulation of primary metabolic process,2.7003494686971936e-40,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism involving those compounds formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [PMID:19211694]",5486,5289,1769,21017,0.334467763282284,0.3224571636893912,query_1,"['GO:0019222', 'GO:0044238']"
GO:BP,GO:0006915,apoptotic process,6.856128873860209e-40,True,"""A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died."" [GOC:cjm, GOC:dhl, GOC:ecd, GOC:go_curators, GOC:mtg_apoptosis, GOC:tb, ISBN:0198506732, PMID:18846107, PMID:21494263]",1919,5289,743,21017,0.14048024201172243,0.3871808233454924,query_1,['GO:0012501']
GO:BP,GO:0015031,protein transport,1.939315183990152e-39,True,"""The directed movement of proteins into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",1428,5289,587,21017,0.11098506333900549,0.4110644257703081,query_1,"['GO:0045184', 'GO:0071705']"
GO:BP,GO:0009894,regulation of catabolic process,5.697783692225398e-39,True,"""Any process that modulates the frequency, rate, or extent of the chemical reactions and pathways resulting in the breakdown of substances."" [GOC:go_curators]",1030,5289,455,21017,0.08602760446209114,0.441747572815534,query_1,"['GO:0009056', 'GO:0019222']"
GO:BP,GO:0061919,process utilizing autophagic mechanism,1.2022679385183563e-38,True,"""A cellular process involving delivery of a portion of the cytoplasm to lysosomes or to the plant or fungal vacuole that does not involve direct transport through the endocytic or vacuolar protein sorting (Vps) pathways. This process typically leads to degradation of the cargo; however, it can also be used to deliver resident proteins, such as in the cytoplasm-to-vacuole targeting (Cvt) pathway."" [PMID:21997368, PMID:22966490, PMID:28596378]",574,5289,294,21017,0.055587067498581964,0.5121951219512195,query_1,['GO:0009987']
GO:BP,GO:0006914,autophagy,1.2022679385183563e-38,True,"""The cellular catabolic process in which cells digest cellular materials, such as organelles and other macromolecular constituents, or non-self materials such as intracellular pathogens. Autophagy serves to provide essential nutrients under conditions of cellular stress; or can remodel intracellular structures during cell differentiation."" [GOC:autophagy, ISBN:0198547684, PMID:11099404, PMID:29455577, PMID:9412464]",574,5289,294,21017,0.055587067498581964,0.5121951219512195,query_1,"['GO:0009056', 'GO:0061919']"
GO:BP,GO:0006974,DNA damage response,1.1344797820209012e-37,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating damage to its DNA from environmental insults or errors during metabolism."" [GOC:go_curators]",901,5289,408,21017,0.07714123652864435,0.4528301886792453,query_1,['GO:0033554']
GO:BP,GO:0030163,protein catabolic process,2.7610902429882584e-36,True,"""The chemical reactions and pathways resulting in the breakdown of a protein by the destruction of the native, active configuration, with or without the hydrolysis of peptide bonds."" [GOC:mah]",973,5289,429,21017,0.08111174134997164,0.4409044193216855,query_1,"['GO:0009057', 'GO:0019538']"
GO:BP,GO:0019637,organophosphate metabolic process,3.000172401319915e-36,True,"""The chemical reactions and pathways involving organophosphates, any phosphate-containing organic compound."" [ISBN:0198506732]",1063,5289,459,21017,0.0867838910947249,0.431796801505174,query_1,['GO:0006793']
GO:BP,GO:0043687,post-translational protein modification,4.027570036590181e-36,True,"""The process of covalently altering one or more amino acids in a protein after the protein has been completely translated and released from the ribosome."" [GOC:jsg]",1013,5289,442,21017,0.08356967290603139,0.43632773938795655,query_1,['GO:0036211']
GO:BP,GO:0009966,regulation of signal transduction,7.352252654813435e-35,True,"""Any process that modulates the frequency, rate or extent of signal transduction."" [GOC:sm]",3020,5289,1053,21017,0.19909245604083947,0.3486754966887417,query_1,"['GO:0007165', 'GO:0010646', 'GO:0023051', 'GO:0048583']"
GO:BP,GO:0051246,regulation of protein metabolic process,8.367969437508858e-35,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]",1975,5289,743,21017,0.14048024201172243,0.3762025316455696,query_1,"['GO:0019538', 'GO:0060255', 'GO:0080090']"
GO:BP,GO:1902531,regulation of intracellular signal transduction,1.4260174048622062e-34,True,"""Any process that modulates the frequency, rate or extent of intracellular signal transduction."" [GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]",1935,5289,730,21017,0.13802231045566268,0.3772609819121447,query_1,"['GO:0009966', 'GO:0035556']"
GO:BP,GO:0023051,regulation of signaling,7.939847608247865e-34,True,"""Any process that modulates the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]",3446,5289,1171,21017,0.22140291170353563,0.3398142774230992,query_1,"['GO:0023052', 'GO:0050789']"
GO:BP,GO:0070647,protein modification by small protein conjugation or removal,1.862781072808921e-33,True,"""A protein modification process in which one or more groups of a small protein, such as ubiquitin or a ubiquitin-like protein, are covalently attached to or removed from a target protein."" [GOC:mah]",962,5289,418,21017,0.07903195311022877,0.43451143451143454,query_1,['GO:0043687']
GO:BP,GO:0010646,regulation of cell communication,6.304617907075311e-33,True,"""Any process that modulates the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]",3453,5289,1169,21017,0.22102476838721877,0.33854619171734723,query_1,"['GO:0007154', 'GO:0050794']"
GO:BP,GO:0065007,biological regulation,1.3617627691531355e-31,True,"""Any process that modulates a measurable attribute of any biological process, quality or function."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]",12671,5289,3564,21017,0.6738513896766875,0.28127219635387896,query_1,['GO:0008150']
GO:BP,GO:0042254,ribosome biogenesis,1.4537560836670048e-31,True,"""A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of ribosome subunits; includes transport to the sites of protein synthesis."" [GOC:ma, PMID:26404467, Wikipedia:Ribosome_biogenesis]",316,5289,182,21017,0.034411041784836456,0.5759493670886076,query_1,['GO:0022613']
GO:BP,GO:0051128,regulation of cellular component organization,2.1768726875047893e-31,True,"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]",2398,5289,857,21017,0.16203441104178484,0.3573811509591326,query_1,"['GO:0016043', 'GO:0050794']"
GO:BP,GO:0044281,small molecule metabolic process,4.4497395769703265e-31,True,"""The chemical reactions and pathways involving small molecules, any low molecular weight, monomeric, non-encoded molecule."" [GOC:curators, GOC:pde, GOC:vw]",1795,5289,675,21017,0.1276233692569484,0.37604456824512533,query_1,['GO:0008152']
GO:BP,GO:0043067,regulation of programmed cell death,4.7794007384422135e-31,True,"""Any process that modulates the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]",1497,5289,583,21017,0.11022877670637171,0.3894455577822311,query_1,"['GO:0012501', 'GO:0050794']"
GO:BP,GO:0050794,regulation of cellular process,2.1045482926823408e-30,True,"""Any process that modulates the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators]",11876,5289,3363,21017,0.6358479863868406,0.2831761535870663,query_1,"['GO:0009987', 'GO:0050789']"
GO:BP,GO:0032446,protein modification by small protein conjugation,2.436438198864221e-30,True,"""A protein modification process in which one or more groups of a small protein, such as ubiquitin or a ubiquitin-like protein, are covalently attached to a target protein."" [GOC:mah]",846,5289,371,21017,0.070145585176782,0.4385342789598109,query_1,['GO:0070647']
GO:BP,GO:0016236,macroautophagy,6.672201289908614e-30,True,"""The autophagic process that proceeds via the formation of an autophagosome."" [PMID:24366339]",338,5289,188,21017,0.0355454717337871,0.5562130177514792,query_1,['GO:0006914']
GO:BP,GO:0045935,positive regulation of nucleobase-containing compound metabolic process,1.3309357723641953e-29,True,"""Any cellular process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]",2038,5289,743,21017,0.14048024201172243,0.3645731108930324,query_1,"['GO:0006139', 'GO:0009893', 'GO:0019219']"
GO:BP,GO:0010557,positive regulation of macromolecule biosynthetic process,2.4542136723974857e-29,True,"""Any process that increases the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",2604,5289,909,21017,0.17186613726602382,0.3490783410138249,query_1,"['GO:0009059', 'GO:0009891', 'GO:0010556', 'GO:0010604']"
GO:BP,GO:0045184,establishment of protein localization,2.5418294270654386e-29,True,"""The directed movement of a protein to a specific location."" [GOC:bf]",1925,5289,708,21017,0.13386273397617698,0.3677922077922078,query_1,"['GO:0008104', 'GO:0051234']"
GO:BP,GO:0050789,regulation of biological process,4.0300788272821486e-29,True,"""Any process that modulates the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:ai, GOC:go_curators]",12278,5289,3454,21017,0.6530535072792588,0.28131617527284575,query_1,"['GO:0008150', 'GO:0065007']"
GO:BP,GO:0009891,positive regulation of biosynthetic process,4.068500422186368e-29,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]",2707,5289,938,21017,0.17734921535261863,0.34650905060953086,query_1,"['GO:0009058', 'GO:0009889', 'GO:0009893']"
GO:BP,GO:0030097,hemopoiesis,1.0926497166985532e-28,True,"""The process whose specific outcome is the progression of the myeloid and lymphoid derived organ/tissue systems of the blood and other parts of the body over time, from formation to the mature structure. The site of hemopoiesis is variable during development, but occurs primarily in bone marrow or kidney in many adult vertebrates."" [GOC:dgh, ISBN:0198506732]",971,5289,408,21017,0.07714123652864435,0.42018537590113286,query_1,['GO:0048468']
GO:BP,GO:0042981,regulation of apoptotic process,2.1763739522631263e-28,True,"""Any process that modulates the occurrence or rate of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]",1458,5289,562,21017,0.10625827188504443,0.38545953360768176,query_1,"['GO:0006915', 'GO:0043067']"
GO:BP,GO:0051603,proteolysis involved in protein catabolic process,8.164175585531108e-28,True,"""The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells."" [GOC:ai, GOC:dph, GOC:tb]",732,5289,326,21017,0.06163736055965211,0.4453551912568306,query_1,"['GO:0006508', 'GO:0030163']"
GO:BP,GO:0006886,intracellular protein transport,1.976297493295824e-27,True,"""The directed movement of proteins in a cell, including the movement of proteins between specific compartments or structures within a cell, such as organelles of a eukaryotic cell."" [GOC:mah]",685,5289,309,21017,0.058423142370958595,0.4510948905109489,query_1,"['GO:0008104', 'GO:0015031', 'GO:0046907']"
GO:BP,GO:0080134,regulation of response to stress,2.6238700840020527e-27,True,"""Any process that modulates the frequency, rate or extent of a response to stress. Response to stress is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:dhl]",1354,5289,526,21017,0.09945169219134052,0.38847858197932056,query_1,"['GO:0006950', 'GO:0048583']"
GO:BP,GO:0006259,DNA metabolic process,6.83066933886558e-27,True,"""Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."" [ISBN:0198506732]",993,5289,410,21017,0.07751937984496124,0.41289023162134947,query_1,['GO:0090304']
GO:BP,GO:0016072,rRNA metabolic process,7.345046334584557e-27,True,"""The chemical reactions and pathways involving rRNA, ribosomal RNA, a structural constituent of ribosomes."" [ISBN:0198506732]",263,5289,153,21017,0.028927963698241632,0.5817490494296578,query_1,['GO:0016070']
GO:BP,GO:0007049,cell cycle,8.754772592707532e-27,True,"""The progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events. Canonically, the cell cycle comprises the replication and segregation of genetic material followed by the division of the cell, but in endocycles or syncytial cells nuclear replication or nuclear division may not be followed by cell division."" [GOC:go_curators, GOC:mtg_cell_cycle]",1824,5289,668,21017,0.12629986764983928,0.36622807017543857,query_1,['GO:0009987']
GO:BP,GO:0019222,regulation of metabolic process,1.0670607715117997e-26,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]",7076,5289,2121,21017,0.4010209869540556,0.29974561899378177,query_1,"['GO:0008152', 'GO:0050794']"
GO:BP,GO:0002682,regulation of immune system process,4.2450247503979776e-26,True,"""Any process that modulates the frequency, rate, or extent of an immune system process."" [GOC:add]",1526,5289,575,21017,0.10871620344110418,0.3768020969855832,query_1,"['GO:0002376', 'GO:0050789']"
GO:BP,GO:0090407,organophosphate biosynthetic process,5.869571494390324e-26,True,"""The chemical reactions and pathways resulting in the biosynthesis of deoxyribose phosphate, the phosphorylated sugar 2-deoxy-erythro-pentose."" [GOC:chem_mtg]",617,5289,282,21017,0.05331820760068066,0.45705024311183146,query_1,"['GO:0009058', 'GO:0019637']"
GO:BP,GO:0048523,negative regulation of cellular process,9.751673226846157e-26,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]",5646,5289,1736,21017,0.3282283985630554,0.30747431810131065,query_1,"['GO:0009987', 'GO:0048519', 'GO:0050794']"
GO:BP,GO:0051254,positive regulation of RNA metabolic process,1.7230664380452272e-25,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]",1844,5289,669,21017,0.12648893930799773,0.3627982646420824,query_1,"['GO:0010604', 'GO:0016070', 'GO:0045935', 'GO:0051252']"
GO:BP,GO:0006364,rRNA processing,2.5205953564649414e-25,True,"""Any process involved in the conversion of a primary ribosomal RNA (rRNA) transcript into one or more mature rRNA molecules."" [GOC:curators]",225,5289,135,21017,0.025524673851389675,0.6,query_1,"['GO:0006396', 'GO:0016072', 'GO:0042254']"
GO:BP,GO:0006753,nucleoside phosphate metabolic process,2.65700250179988e-25,True,"""The chemical reactions and pathways involving any phosphorylated nucleoside."" [GOC:mah]",642,5289,289,21017,0.054641709207789754,0.4501557632398754,query_1,"['GO:0006796', 'GO:0019637', 'GO:0055086']"
GO:BP,GO:0044238,primary metabolic process,5.848810895942236e-25,True,"""The chemical reactions and pathways involving those compounds which are formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [GOC:go_curators]",12419,5289,3463,21017,0.6547551522026848,0.27884692809404943,query_1,['GO:0008152']
GO:BP,GO:0055086,nucleobase-containing small molecule metabolic process,6.215168396377406e-25,True,"""The cellular chemical reactions and pathways involving a nucleobase-containing small molecule: a nucleobase, a nucleoside, or a nucleotide."" [GOC:vw]",677,5289,300,21017,0.05672149744753262,0.4431314623338257,query_1,"['GO:0006139', 'GO:0044281']"
GO:BP,GO:0006281,DNA repair,6.815770964161306e-25,True,"""The process of restoring DNA after damage. Genomes are subject to damage by chemical and physical agents in the environment (e.g. UV and ionizing radiations, chemical mutagens, fungal and bacterial toxins, etc.) and by free radicals or alkylating agents endogenously generated in metabolism. DNA is also damaged because of errors during its replication. A variety of different DNA repair pathways have been reported that include direct reversal, base excision repair, nucleotide excision repair, photoreactivation, bypass, double-strand break repair pathway, and mismatch repair pathway."" [PMID:11563486]",610,5289,277,21017,0.05237284930988845,0.4540983606557377,query_1,"['GO:0006259', 'GO:0006974']"
GO:BP,GO:0141124,intracellular signaling cassette,1.1218994260213437e-24,True,"""An intracellular signaling module that is part of larger signaling pathways that can be initiated either intracellularly or by cell surface receptors. Intracellular signaling cassettes are discrete signaling units that are often shared by multiple signaling pathways."" [GOC:ha, GOC:pg]",1895,5289,681,21017,0.12875779920589903,0.35936675461741424,query_1,['GO:0035556']
GO:BP,GO:0019941,modification-dependent protein catabolic process,1.794527738468114e-24,True,"""The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent modification of the target protein."" [GOC:go_curators]",613,5289,277,21017,0.05237284930988845,0.45187601957585644,query_1,"['GO:0043632', 'GO:0051603']"
