structure,Metric,Eigengene,std_beta,std_se,std_stat,p_value,p_fdr,r_squared
Medial_Parietal_Association_Cortex,rd_mean,Eigengene_3,0.15052615198079142,0.04262183231958173,3.531667781247294,4.484040063045141e-4,0.0011421611481341398,0.022658122430144374
Medial_Parietal_Association_Cortex,rd_mean,Eigengene_4,0.19671560299223448,0.04227065763961015,4.653715224148775,4.1099704911866685e-6,1.5412389341950008e-5,0.038697028460598415
Medial_Parietal_Association_Cortex,rd_mean,Eigengene_6,-0.24261428834982982,0.0418249651325969,-5.80070509516683,1.1276727866714044e-8,1.0499022496595833e-7,0.05886169291149435
Medial_Parietal_Association_Cortex,rd_mean,Eigengene_8,0.2318410261853249,0.0419383894584281,5.528133749989134,5.053004427466999e-8,3.453952393458455e-7,0.05375026142266453
Primary_Somatosensory_Cortex,rd_mean,Eigengene_1,-0.11080269151944083,0.0428475893999066,-2.585972584952057,0.009972136248401901,0.02024418636893619,0.01227723644795237
Primary_Somatosensory_Cortex,rd_mean,Eigengene_2,-0.17225903162655679,0.0424685938195444,-4.056151055024613,5.727166823873027e-5,1.7086575054648808e-4,0.02967317397691907
Primary_Somatosensory_Cortex,rd_mean,Eigengene_3,0.16326475844808178,0.04253458288243892,3.8384003646944946,1.3855313803780322e-4,3.917209138241557e-4,0.026655381351110473
Primary_Somatosensory_Cortex,rd_mean,Eigengene_4,0.17499630975392788,0.04244778755542373,4.122624990182036,4.337684796289973e-5,1.33088056249806e-4,0.030623708427492652
Primary_Somatosensory_Cortex,rd_mean,Eigengene_6,-0.20683837697085952,0.0421807468063056,-4.903620552776445,1.2479257633371739e-6,5.5236058377219175e-6,0.04278211418793927
Primary_Somatosensory_Cortex,rd_mean,Eigengene_8,0.24731297264755903,0.04177378212214603,5.920291629913205,5.7306237369951336e-9,6.693874235147773e-8,0.0611637064397722
Primary_Somatosensory_Cortex,rd_mean,Eigengene_9,0.10671537362788507,0.04286686897183898,2.4894604198405723,0.013094696693435373,0.02562005874802573,0.011388170968539118
Secondary_Somatosensory_Cortex,rd_mean,Eigengene_2,-0.15219432953097453,0.042610819569058676,-3.5717296937768497,3.864365827177927e-4,0.0010032488205173463,0.0231631139413828
Secondary_Somatosensory_Cortex,rd_mean,Eigengene_3,0.10787172052578853,0.04286148893861431,2.5167515920942707,0.012133897244499533,0.024001115428680397,0.011636308089193824
Secondary_Somatosensory_Cortex,rd_mean,Eigengene_4,0.1482424114019967,0.04263670747464318,3.4768728680599725,5.483107924600934e-4,0.0013707769811502335,0.021975812538278842
Secondary_Somatosensory_Cortex,rd_mean,Eigengene_6,-0.2290989882753787,0.04196638886945129,-5.459106548053444,7.317202794535694e-8,4.760589769938885e-7,0.05248634642880204
Secondary_Somatosensory_Cortex,rd_mean,Eigengene_8,0.22959913380904623,0.04196130802644522,5.47168676592127,6.841732655039922e-8,4.505531260636046e-7,0.05271576224586442
Temporal_Association_Cortex,rd_mean,Eigengene_1,-0.09764366111461721,0.042907043022961,-2.2757024076994727,0.02325614175462996,0.043304539818966134,0.009534284555866194
Temporal_Association_Cortex,rd_mean,Eigengene_2,-0.1459079577974543,0.04265167267388093,-3.4209199464012006,6.715089762878008e-4,0.0016633708586945525,0.02128913214862363
Temporal_Association_Cortex,rd_mean,Eigengene_3,0.1115246356749066,0.04284410782750102,2.603033213433389,0.009495247635331406,0.019348806502184752,0.0124377443624207
Temporal_Association_Cortex,rd_mean,Eigengene_4,0.13359368346063455,0.04272660401863766,3.126709611706093,0.001863289897039642,0.004209943700424296,0.017847272260580194
Temporal_Association_Cortex,rd_mean,Eigengene_6,-0.24833233563958915,0.041762540156986556,-5.946293848652427,4.9388200836280295e-9,5.926584100353635e-8,0.06166894892421362
Temporal_Association_Cortex,rd_mean,Eigengene_8,0.21060707853776667,0.0421460696476767,4.997075179212503,7.883938213404832e-7,3.702023161077052e-6,0.044355341530213116
Ventral_Orbital_Cortex,rd_mean,Eigengene_2,-0.14151866224455573,0.04267915374053689,-3.3158732036933647,9.751959178414943e-4,0.0023509187305107452,0.020027531763488652
Ventral_Orbital_Cortex,rd_mean,Eigengene_3,0.1129961170710553,0.0428369407150754,2.637819489086183,0.008585579871909357,0.017628186809243544,0.012768122473135584
Ventral_Orbital_Cortex,rd_mean,Eigengene_4,0.16391848661689568,0.042529909216516136,3.8541931933689457,1.301340294020836e-4,3.7578810629478683e-4,0.026869270254773397
Ventral_Orbital_Cortex,rd_mean,Eigengene_6,-0.24306604731415404,0.04182008945753457,-5.812183820433262,1.0572574088365367e-8,1.0380345468576906e-7,0.05908110335692694
Ventral_Orbital_Cortex,rd_mean,Eigengene_8,0.23813057528734316,0.041872834330356344,5.686994422412595,2.1236960840814502e-8,1.7918685709437235e-7,0.05670617088668092
Posterolateral_Cortical_Amygdaloid_Area,rd_mean,Eigengene_1,-0.11166358804958301,0.0428434351029405,-2.6063173454996638,0.009405824288717266,0.019239186045103496,0.012468756896107023
Posterolateral_Cortical_Amygdaloid_Area,rd_mean,Eigengene_2,-0.09505632646356045,0.04291784091027993,-2.214844093911351,0.02718895608937122,0.04943446561703858,0.009035705200746992
Posterolateral_Cortical_Amygdaloid_Area,rd_mean,Eigengene_4,0.13591405660456285,0.042712999362375395,3.182030263233761,0.0015468889800281027,0.0036005174535136872,0.01847263078270839
Posterolateral_Cortical_Amygdaloid_Area,rd_mean,Eigengene_6,-0.17675269497154997,0.042434258903181706,-4.165330078577079,3.621206068464736e-5,1.1303186572086459e-4,0.031241515179705942
Posterolateral_Cortical_Amygdaloid_Area,rd_mean,Eigengene_8,0.18494330300063905,0.04236932621872834,4.365028182083512,1.5246224307527975e-5,5.177962972367992e-5,0.03420402532478616
Hippocampus,rd_mean,Eigengene_2,-0.15945415413586825,0.04256144416294767,-3.74644604457954,1.987306719284695e-4,5.447439738140788e-4,0.025425627271185188
Hippocampus,rd_mean,Eigengene_3,0.09570275692485321,0.04291517054658779,2.2300448933544454,0.026156234219769977,0.048042062852638734,0.009159017683017532
Hippocampus,rd_mean,Eigengene_4,0.15158957627005074,0.04261482630206464,3.557202725538421,4.0791560654426275e-4,0.0010539446293488129,0.022979399633733553
Hippocampus,rd_mean,Eigengene_6,-0.24632709413851883,0.04178460795861499,-5.895163462643715,6.612827567796708e-9,7.439431013771297e-8,0.06067703730672748
Hippocampus,rd_mean,Eigengene_8,0.24266703699031658,0.041824396332130115,5.802045176295735,1.1192222627317972e-8,1.0499022496595833e-7,0.058887290841659785
Parasubiculum,rd_mean,Eigengene_2,-0.17907353189774514,0.04241616858227674,-4.221822429585722,2.845024699814596e-5,9.059657745190751e-5,0.032067329826332765
Parasubiculum,rd_mean,Eigengene_3,0.13385209416261598,0.04272510072702402,3.132867843140117,0.0018253294080311565,0.0041589783980456735,0.017916383111717865
Parasubiculum,rd_mean,Eigengene_4,0.17516863407239952,0.04244646638554668,4.126813112811805,4.2618583870456314e-5,1.3226457063245063e-4,0.030684050362790264
Parasubiculum,rd_mean,Eigengene_6,-0.23197531491106488,0.04193700917356438,-5.531517852190899,4.961615984604324e-8,3.4349649124183786e-7,0.05381254672808797
Parasubiculum,rd_mean,Eigengene_8,0.24921612414854535,0.04175275347562402,5.968854827599383,4.339119058753765e-9,5.325282481197803e-8,0.06210867653562343
Perirhinal_Cortex,rd_mean,Eigengene_2,-0.12528048931308094,0.04277338919720278,-2.928935295154816,0.003545440084519012,0.007719909861452687,0.01569520100252505
Perirhinal_Cortex,rd_mean,Eigengene_3,0.0979619602525498,0.042905694424182635,2.28319251249168,0.02280813397327669,0.04276525119989379,0.009596545656522138
Perirhinal_Cortex,rd_mean,Eigengene_4,0.1381448593292397,0.042699694805785914,3.235265730998169,0.001289977122316887,0.0030418674500048864,0.019084002159095306
Perirhinal_Cortex,rd_mean,Eigengene_6,-0.24338502334465412,0.041816641055522394,-5.8202910898916445,1.0101255596071063e-8,1.029184532429882e-7,0.05923626958847743
Perirhinal_Cortex,rd_mean,Eigengene_8,0.2056333297658639,0.042191696836588195,4.8737866732949415,1.4427407219516864e-6,6.232639918831285e-6,0.04228506631059637
Piriform_Cortex,rd_mean,Eigengene_1,-0.10365104764275657,0.042880842515914334,-2.4171877594123443,0.015972454066856892,0.03080401855750972,0.010743539677440997
Piriform_Cortex,rd_mean,Eigengene_2,-0.12439446530192205,0.04277819548903228,-2.9078941708472725,0.0037889225224311835,0.008216773241832634,0.015473982997751098
Piriform_Cortex,rd_mean,Eigengene_3,0.12847529480735578,0.042755770901693184,3.004864421758514,0.002780819721979764,0.00612915367293499,0.01650590137583695
Piriform_Cortex,rd_mean,Eigengene_4,0.15000739791723602,0.042625231645199047,3.5192160166039033,4.6948427524097497e-4,0.0011791698075819836,0.02250221942990002
Piriform_Cortex,rd_mean,Eigengene_6,-0.21341549495481985,0.04211980228406003,-5.066868394004441,5.568320388702165e-7,2.708912621530783e-6,0.04554617348681066
Piriform_Cortex,rd_mean,Eigengene_8,0.23277051642546964,0.041928818391155226,5.551563944730004,4.45232005584529e-8,3.205670440208609e-7,0.05418211331697978
Piriform_Cortex,rd_mean,Eigengene_9,0.10015847868283248,0.042896267182509,2.334899637226994,0.01991551898951692,0.03773466755908469,0.010031720852059412
Amygdalopiriform_Transition_Area,rd_mean,Eigengene_1,-0.10965846900787671,0.04329053722830277,-2.533081731685775,0.011592632160893554,0.023099709840894905,0.011917359558892202
Amygdalopiriform_Transition_Area,rd_mean,Eigengene_6,-0.1651528374439077,0.04296122818015881,-3.844229889130167,1.3555672107226432e-4,3.8526647041590913e-4,0.02702760653269358
Amygdalopiriform_Transition_Area,rd_mean,Eigengene_8,0.16313785269898062,0.043018705392899335,3.7922538860480945,1.6639700286502718e-4,4.6316691519131275e-4,0.026320799126436284
Striatum,rd_mean,Eigengene_2,-0.18238886209921723,0.042389903383810164,-4.302648686122659,2.005005693866305e-5,6.601848016389053e-5,0.03326569701784724
Striatum,rd_mean,Eigengene_3,0.11655860841006703,0.042819194763084205,2.7221111712861057,0.006696971082365547,0.01399946620898783,0.01358590919449133
Striatum,rd_mean,Eigengene_4,0.1710099813237251,0.042477975624717425,4.02585054510499,6.49230438069255e-5,1.9157619484010802e-4,0.02924441371234087
Striatum,rd_mean,Eigengene_6,-0.23490162905455614,0.0419067211799151,-5.605344976670208,3.324231185548083e-8,2.564406914565664e-7,0.05517877533248417
Striatum,rd_mean,Eigengene_8,0.255386193870872,0.04168339448062965,6.126808938018482,1.7332810409618964e-9,2.8074401940967878e-8,0.06522210801985068
Amygdala,rd_mean,Eigengene_2,-0.16353937972933194,0.04253262188377385,-3.8450340582394715,1.3495591424163433e-4,3.8526647041590913e-4,0.026745128722254624
Amygdala,rd_mean,Eigengene_4,0.17203494181433035,0.042470282170578855,4.050713417051582,5.8578507243072985e-5,1.73804362149777e-4,0.02959602120506008
Amygdala,rd_mean,Eigengene_6,-0.21990286565000877,0.04205773005519618,-5.2285956793533614,2.449103212730312e-7,1.3094215196775926e-6,0.04835727032108594
Amygdala,rd_mean,Eigengene_8,0.257424519003377,0.04166008263505521,6.179164867684757,1.27315608385529e-9,2.455372447435202e-8,0.06626738298412022
Accumbens,rd_mean,Eigengene_1,-0.09485663731787267,0.0429186621213187,-2.2101489801741785,0.027514987490497952,0.04985937330492918,0.008997781643254396
Accumbens,rd_mean,Eigengene_2,-0.18201816003053234,0.04239286495296422,-4.293603657891142,2.0856594653925254e-5,6.825794614011902e-5,0.03313061058090043
Accumbens,rd_mean,Eigengene_4,0.1726865617410035,0.042465366413097706,4.066527062574487,5.485443382958696e-5,1.6548264954177074e-4,0.029820648605929357
Accumbens,rd_mean,Eigengene_6,-0.2416758209110421,0.04183506288056878,-5.776872419218803,1.2887720141048955e-8,1.1795540468078704e-7,0.05840720241302613
Accumbens,rd_mean,Eigengene_8,0.25857819647060337,0.04164680033653722,6.208837038646394,1.0678992844443874e-9,2.1402058460902292e-8,0.06686268368998989
Bed_Nucleus_of_the_Stria_Terminalis,rd_mean,Eigengene_1,-0.10823452198357393,0.04285978887401637,-2.5253162655962313,0.011845566843948798,0.023516934175486583,0.011714711749012723
Bed_Nucleus_of_the_Stria_Terminalis,rd_mean,Eigengene_2,-0.13377327841552222,0.042725559547280204,-3.1309895021383722,0.0018368316356859875,0.004167601190211904,0.017895290018036775
Bed_Nucleus_of_the_Stria_Terminalis,rd_mean,Eigengene_3,0.10229839383033588,0.042886879793253715,2.385307448886217,0.017410012016191943,0.03333832088206968,0.010464961380266442
Bed_Nucleus_of_the_Stria_Terminalis,rd_mean,Eigengene_4,0.15573427390331637,0.042587038273041854,3.656846782930622,2.804285820002209e-4,7.459676565523117e-4,0.024253164068193195
Bed_Nucleus_of_the_Stria_Terminalis,rd_mean,Eigengene_6,-0.1961557526573612,0.042275493193103274,-4.639940018236419,4.382332351190813e-6,1.6320410135469236e-5,0.038477079300575985
Bed_Nucleus_of_the_Stria_Terminalis,rd_mean,Eigengene_8,0.29498197387120806,0.041194651615598966,7.1606862129526725,2.650257390312718e-12,1.5901544341876308e-10,0.08701436490895421
Periaquaductal_Grey,rd_mean,Eigengene_2,-0.2098197090269773,0.04215336862503819,-4.977531235839333,8.683915783871334e-7,4.042512520078035e-6,0.04402431029616541
Periaquaductal_Grey,rd_mean,Eigengene_3,0.13068818516219044,0.04274330309638275,3.05751253868937,0.0023427761084961725,0.005206169129991495,0.01707940174098699
Periaquaductal_Grey,rd_mean,Eigengene_4,0.1737876129164784,0.04245701665438899,4.093260116016963,4.9065223881174625e-5,1.4969051353578699e-4,0.030202134403207796
Periaquaductal_Grey,rd_mean,Eigengene_6,-0.23231143566415893,0.04193355065747304,-5.5399896269637345,4.739822323095772e-8,3.3240312395736586e-7,0.05396860314034248
Periaquaductal_Grey,rd_mean,Eigengene_8,0.2618246175119924,0.04160908245649245,6.292487169976966,6.481451800434093e-10,1.4583266550976709e-8,0.06855213033530098
Ventral_Tegmental_Area,rd_mean,Eigengene_2,-0.21440057184215797,0.04211050242059322,-5.091380048158961,4.923419980209371e-7,2.416951626648237e-6,0.04596760520624432
Ventral_Tegmental_Area,rd_mean,Eigengene_3,0.10484930363636666,0.04287542739394789,2.4454404307854607,0.014787025326695912,0.02872299883602803,0.010993376473031032
Ventral_Tegmental_Area,rd_mean,Eigengene_4,0.22545369515497662,0.042003067495986875,5.3675531001757735,1.1885051963252372e-7,7.131031177951423e-7,0.05082936865903295
Ventral_Tegmental_Area,rd_mean,Eigengene_6,-0.2299812276889108,0.04195741855682945,-5.481300699598845,6.498742371276868e-8,4.332494914184579e-7,0.052891365089299015
Ventral_Tegmental_Area,rd_mean,Eigengene_8,0.3052608869695221,0.04105522146848508,7.435373042716315,4.1381277185311886e-13,3.7243149466780696e-11,0.0931842091134192
Ventral_Tegmental_Area,rd_mean,Eigengene_10,-0.10032748042184236,0.042895533096276625,-2.3388794398862682,0.01970681362345408,0.03747070196008874,0.010065603327795134
Thalamus_Rest,rd_mean,Eigengene_1,-0.09724431156767172,0.042908728756182166,-2.266306049760587,0.02382898833727075,0.04421874124441995,0.009456456132270441
Thalamus_Rest,rd_mean,Eigengene_2,-0.17904973661894041,0.04241635529704658,-4.221242852315685,2.8521144753378294e-5,9.059657745190751e-5,0.03205880818331198
Thalamus_Rest,rd_mean,Eigengene_3,0.13502101420275633,0.04271826363294148,3.1607327339643345,0.0016623107585744422,0.0038361017505564045,0.01823067427634099
Thalamus_Rest,rd_mean,Eigengene_4,0.1994933343988876,0.04224645361439621,4.722132092311455,2.9812555835005724e-6,1.192502233400229e-5,0.03979759046958666
Thalamus_Rest,rd_mean,Eigengene_6,-0.20213130411044658,0.042223140114750236,-4.787216288535443,2.188544366574309e-6,9.021480595039138e-6,0.04085706410138995
Thalamus_Rest,rd_mean,Eigengene_8,0.2988340009672766,0.04114301468953493,7.263298599343706,1.3329353784021324e-12,8.997313804214394e-11,0.08930176013411047
Thalamus_Rest,rd_mean,Eigengene_9,0.12418627808532658,0.04277931978616247,2.9029512088103897,0.003848288241467224,0.008279185858136657,0.015422231664686068
Medial_Geniculate_Nucleus,rd_mean,Eigengene_2,-0.17953663146716703,0.04241252966743142,-4.233103586958012,2.7103268198719223e-5,8.71176477815975e-5,0.032233402038577365
Medial_Geniculate_Nucleus,rd_mean,Eigengene_3,0.14331344978718824,0.0426680202697083,3.3588024211409704,8.382607997253771e-4,0.0020482390581525053,0.020538744889904863
Medial_Geniculate_Nucleus,rd_mean,Eigengene_4,0.17510148638902887,0.04244698135050565,4.125181127560746,4.291254474455958e-5,1.3241585235464098e-4,0.030660530535647285
Medial_Geniculate_Nucleus,rd_mean,Eigengene_6,-0.21962216797833714,0.04206045620834911,-5.221583115751882,2.539042671425351e-7,1.3353597018449007e-6,0.048233896667505056
Medial_Geniculate_Nucleus,rd_mean,Eigengene_8,0.2234689674478341,0.04202277707284618,5.317805795187031,1.542450136306447e-7,8.860883761760441e-7,0.049938379412200945
Medial_Geniculate_Nucleus,rd_mean,Eigengene_9,0.10171893616403752,0.04288944155702791,2.37165447884853,0.01805966873780018,0.034460145294742395,0.010346741974343529
Lateral_Geniculate_Nucleus,rd_mean,Eigengene_2,-0.20112439967428736,0.04223207646161369,-4.762361136968883,2.4638003934844817e-6,1.000340009384677e-5,0.040451024144342616
Lateral_Geniculate_Nucleus,rd_mean,Eigengene_3,0.14037915586126096,0.042686148049635365,3.288634891535033,0.0010725610804353215,0.0025514668873791784,0.019706307400320196
Lateral_Geniculate_Nucleus,rd_mean,Eigengene_4,0.19274743160441943,0.04230462258680141,4.556178966233221,6.4512330358448e-6,2.353828269835265e-5,0.03715157239010036
Lateral_Geniculate_Nucleus,rd_mean,Eigengene_6,-0.2455358334209429,0.04179326341782906,-5.875009830321051,7.414870408645298e-9,7.851039256212668e-8,0.06028784549371731
Lateral_Geniculate_Nucleus,rd_mean,Eigengene_8,0.25574396930289295,0.04167931703745336,6.135992321397191,1.64223380673296e-9,2.8074401940967878e-8,0.06540497783479927
Reticular_Nucleus_of_Thalamus,rd_mean,Eigengene_2,-0.18355066237898693,0.04238058128173079,-4.331008608843953,1.770985598764232e-5,5.939951697718542e-5,0.033690845659764775
Reticular_Nucleus_of_Thalamus,rd_mean,Eigengene_3,0.14259057668450337,0.042672521639220945,3.3415080995224398,8.911204609090033e-4,0.002157870174398483,0.020332072559219247
Reticular_Nucleus_of_Thalamus,rd_mean,Eigengene_4,0.18333338494850931,0.04238232933759687,4.325703372463684,1.8126790312038034e-5,6.042263437346011e-5,0.033611130036678344
Reticular_Nucleus_of_Thalamus,rd_mean,Eigengene_6,-0.21554977666573572,0.042099596325170276,-5.1199962821701455,4.2617004691251264e-7,2.1113011498418057e-6,0.04646170622064818
Reticular_Nucleus_of_Thalamus,rd_mean,Eigengene_8,0.27697123991012307,0.0414264011741648,6.685862929431912,5.758219801408453e-11,1.943399182975353e-9,0.07671306773735118
Subbrachial_Nucleus_and_Peripeduncular_Nucleus,rd_mean,Eigengene_2,-0.13642465002464,0.04270997365010505,-3.1942105874913,0.001484250991162463,0.0034847631966423045,0.018611685134345538
Subbrachial_Nucleus_and_Peripeduncular_Nucleus,rd_mean,Eigengene_3,0.11652148177584236,0.04281938258187369,2.7212321792133514,0.006714558792829349,0.01399946620898783,0.013577255715237971
Subbrachial_Nucleus_and_Peripeduncular_Nucleus,rd_mean,Eigengene_4,0.16086938001515183,0.04255154413331271,3.7805767873229907,1.739781970203503e-4,4.817857763640469e-4,0.025878957426459237
Subbrachial_Nucleus_and_Peripeduncular_Nucleus,rd_mean,Eigengene_6,-0.16758466035748426,0.04250334300459987,-3.9428583379746773,9.115732583668476e-5,2.660808429827555e-4,0.028084618387133314
Subbrachial_Nucleus_and_Peripeduncular_Nucleus,rd_mean,Eigengene_8,0.2524822508572115,0.04171626395595034,6.052369673463959,2.677657395161459e-9,3.9079324145599676e-8,0.06374728699792385
Subbrachial_Nucleus_and_Peripeduncular_Nucleus,rd_mean,Eigengene_9,0.1092700578688003,0.04285490464513685,2.54976784509542,0.011055645756174737,0.022276301150501332,0.011939945546650971
Deep_Mesencephalic_Nuclei,rd_mean,Eigengene_2,-0.2366630799644847,0.04188829601557822,-5.649861714987641,2.6054530707826146e-8,2.0999174003322564e-7,0.05600941341827613
Deep_Mesencephalic_Nuclei,rd_mean,Eigengene_3,0.15141146045330578,0.042616003278072065,3.55292492975788,4.1445064641556725e-4,0.0010657302336400303,0.02292543035660298
Deep_Mesencephalic_Nuclei,rd_mean,Eigengene_4,0.21742024614704036,0.04208171455555981,5.166620429877778,3.3637139104487306e-7,1.7135901053229383e-6,0.04727156343463964
Deep_Mesencephalic_Nuclei,rd_mean,Eigengene_6,-0.22601193006934847,0.04199749079657959,-5.381557940308081,1.1040043128093968e-7,6.774571919512208e-7,0.05108139253367223
Deep_Mesencephalic_Nuclei,rd_mean,Eigengene_8,0.27446034700905036,0.04145745160439782,6.620289872808668,8.692249988930424e-11,2.7610676435426054e-9,0.07532848208032848
Deep_Mesencephalic_Nuclei,rd_mean,Eigengene_9,0.10913969913605845,0.042855522087228634,2.546689290446963,0.011152447567059442,0.022387812959896277,0.011911473927509303
Inferior_Colliculus,rd_mean,Eigengene_2,-0.24593119230417315,0.041788942362948674,-5.885078166568367,7.002996829044069e-9,7.563236575367595e-8,0.060482151348151984
Inferior_Colliculus,rd_mean,Eigengene_3,0.15655330567774942,0.042581456216693035,3.676560634306735,2.601221657912721e-4,6.953760867687472e-4,0.0245089375186308
Inferior_Colliculus,rd_mean,Eigengene_4,0.19940419710619803,0.04224723580796081,4.719934767155193,3.012342228492913e-6,1.1960770613133625e-5,0.03976203382356732
Inferior_Colliculus,rd_mean,Eigengene_6,-0.25525587832828833,0.041684878124722456,-6.1234646666005546,1.767647529616496e-9,2.8074401940967878e-8,0.065155563421146
Inferior_Colliculus,rd_mean,Eigengene_8,0.23397166408408837,0.04191639005688555,5.58186579919122,3.777595395200922e-8,2.8331965464006917e-7,0.054742739594277154
Inferior_Colliculus,rd_mean,Eigengene_9,0.11052889125188838,0.042848903813166764,2.5795033575147066,0.010158489473034157,0.020545259608383687,0.0122166358013718
Substantia_Nigra,rd_mean,Eigengene_2,-0.2026604153470259,0.04221842556686072,-4.800283587697401,2.055962608449626e-6,8.540152373559985e-6,0.0410712439486289
Substantia_Nigra,rd_mean,Eigengene_3,0.11486484432721619,0.04282770156622363,2.6820221521718355,0.0075427364614360564,0.015546098050288056,0.013193932462315585
Substantia_Nigra,rd_mean,Eigengene_4,0.2018958375102381,0.04222523406464675,4.781402447672309,2.250143953641132e-6,9.20513435580463e-6,0.040761929203960226
Substantia_Nigra,rd_mean,Eigengene_6,-0.23162804573847504,0.04194057684301078,-5.522767285855175,5.201290987825927e-8,3.510871416782501e-7,0.05365155157262525
Substantia_Nigra,rd_mean,Eigengene_8,0.2715013733432688,0.04149365079465771,6.543202830882851,1.4046081361107892e-10,3.992044176314875e-9,0.07371299572728084
Midbrain_Reticular_Nucleus,rd_mean,Eigengene_2,-0.22388939684761677,0.04201861726648534,-5.32833804186589,1.4598784980154866e-7,8.476713859444762e-7,0.05012646202078958
Midbrain_Reticular_Nucleus,rd_mean,Eigengene_3,0.15383114632729067,0.04259989306624866,3.6110688373809343,3.334717998574231e-4,8.784135215756511e-4,0.02366402158036835
Midbrain_Reticular_Nucleus,rd_mean,Eigengene_4,0.21120500344014603,0.04214050772480738,5.011923558666886,7.324233869953193e-7,3.5000763626324996e-6,0.044607553478152026
Midbrain_Reticular_Nucleus,rd_mean,Eigengene_6,-0.2240864159812622,0.04201666509020398,-5.333274678039763,1.422667292601617e-7,8.35043845657471e-7,0.050214721827327294
Midbrain_Reticular_Nucleus,rd_mean,Eigengene_8,0.2682427703299883,0.04153302569469634,6.458541506265511,2.3668675851114115e-10,6.08623093314363e-9,0.07195418383430678
Midbrain_Reticular_Nucleus,rd_mean,Eigengene_9,0.09663869829747938,0.04291127186150581,2.25205858752862,0.024720989853787505,0.045716899044675526,0.00933903800863123
Brain_Stem_Rest,rd_mean,Eigengene_1,-0.09536919456936857,0.04291655075246846,-2.2222008268892197,0.026684824091841777,0.048681773681062704,0.009095283272810102
Brain_Stem_Rest,rd_mean,Eigengene_2,-0.20314986654229095,0.04221405295804588,-4.812375318337472,1.940195763900872e-6,8.121749709352488e-6,0.041269868276150534
Brain_Stem_Rest,rd_mean,Eigengene_3,0.12617014388639103,0.04276852833967317,2.950069800960451,0.0033153277663801844,0.0072480849953251,0.015918905208312583
Brain_Stem_Rest,rd_mean,Eigengene_4,0.19718189760804108,0.0422666192046191,4.665192090558596,3.895544179180191e-6,1.4814041244769738e-5,0.03888070074430798
Brain_Stem_Rest,rd_mean,Eigengene_6,-0.2081054144432773,0.042169161384770046,-4.935014299773041,1.070396575112293e-6,4.857261769417128e-6,0.043307863520608156
Brain_Stem_Rest,rd_mean,Eigengene_8,0.25376967258864463,0.04170174132016909,6.085349545485494,2.2095546780263523e-9,3.3143320170395286e-8,0.06439904672574774
Interpeduncular_Nucleus,rd_mean,Eigengene_2,-0.20933235187382507,0.04215787213569066,-4.965439223309501,9.217534197031074e-7,4.218193615590491e-6,0.04382003354102693
Interpeduncular_Nucleus,rd_mean,Eigengene_3,0.16692161221644136,0.042508192417817885,3.92681040341,9.727316817783864e-5,2.8240597212920895e-4,0.027862824624936066
Interpeduncular_Nucleus,rd_mean,Eigengene_4,0.2199325109605922,0.04205744192448632,5.229336376555631,2.4397856440178735e-7,1.3094215196775926e-6,0.048370309377431205
Interpeduncular_Nucleus,rd_mean,Eigengene_6,-0.2043294651013062,0.04220346956462928,-4.841532395539221,1.686293683562703e-6,7.1700676308965326e-6,0.04175053030858598
