structure,Metric,Eigengene,raw_beta,std_beta,std_se,std_stat,p_value,p_fdr,r_squared
Medial_Parietal_Association_Cortex,rd_mean,Eigengene_6,-107.08698694586599,-0.20060995400082302,0.03458371882548768,-5.800705095166819,1.1276727866714725e-8,1.0499022496596468e-7,0.058861692911494255
Medial_Parietal_Association_Cortex,rd_mean,Eigengene_7,-28.823110668678392,-0.05399538328898158,0.0333680244407297,-1.618177407682359,0.10621045040239864,0.1536762407144651,0.004843522986775651
Medial_Parietal_Association_Cortex,rd_mean,Eigengene_8,93.17712487359469,0.17455210262167536,0.0315752314462396,5.528133749989134,5.053004427466999e-8,3.453952393458455e-7,0.05375026142266451
Medial_Parietal_Association_Cortex,rd_mean,Eigengene_9,25.05991014165872,0.046945642642128735,0.03096054654290368,1.516305359050224,0.13002947894053987,0.1809688624430194,0.004255386679692829
Medial_Parietal_Association_Cortex,rd_mean,Eigengene_10,-15.094236997311612,-0.02827658407495328,0.029172100561788015,-0.9693022967290962,0.3328299353793882,0.3913030894438699,0.0017433252908876638
Primary_Somatosensory_Cortex,rd_mean,Eigengene_1,-187.19788426365616,-0.35068461651804117,0.13561033808273837,-2.585972584952056,0.009972136248401925,0.02024418636893624,0.012277236447952356
Primary_Somatosensory_Cortex,rd_mean,Eigengene_2,-155.08862466852926,-0.2905331707253307,0.07162779856668036,-4.056151055024609,5.727166823873135e-5,1.7086575054649133e-4,0.02967317397691901
Primary_Somatosensory_Cortex,rd_mean,Eigengene_3,136.89604598738003,0.2564523502963592,0.06681229833531738,3.838400364694489,1.3855313803780655e-4,3.917209138241651e-4,0.026655381351110456
Primary_Somatosensory_Cortex,rd_mean,Eigengene_4,99.30937268264175,0.18603986585024113,0.04512655560311499,4.122624990182039,4.337684796289913e-5,1.3308805624980414e-4,0.030623708427492645
Primary_Somatosensory_Cortex,rd_mean,Eigengene_5,2.1324988847177115,0.003994887851185122,0.03334187582505162,0.11981592973792853,0.9046736911299278,0.9165549591185009,2.6683037102409834e-5
Primary_Somatosensory_Cortex,rd_mean,Eigengene_6,-101.07195425120707,-0.1893417741163798,0.038612647956452244,-4.903620552776424,1.247925763337308e-6,5.5236058377225105e-6,0.042782114187939285
Primary_Somatosensory_Cortex,rd_mean,Eigengene_7,-29.801265275775965,-0.055827795950239185,0.036952575296305634,-1.5107958106459936,0.13142758399622434,0.18197665476400293,0.004224649076446477
Primary_Somatosensory_Cortex,rd_mean,Eigengene_8,110.03861853564003,0.20613935299074082,0.03481912140091047,5.92029162991317,5.7306237369962536e-9,6.693874235147217e-8,0.06116370643977194
Primary_Somatosensory_Cortex,rd_mean,Eigengene_9,45.38540346254059,0.08502212977130116,0.03415283452337281,2.489460419840569,0.013094696693435492,0.025620058748025965,0.01138817096853911
Primary_Somatosensory_Cortex,rd_mean,Eigengene_10,-22.88274343019071,-0.042867076923769926,0.03227117601202187,-1.3283394725931525,0.18462918105503437,0.24257848605770937,0.003268991941888835
Secondary_Somatosensory_Cortex,rd_mean,Eigengene_1,-122.17739183258749,-0.22887935924339667,0.12550385837940475,-1.8236838468462249,0.06875453978459337,0.10824329878624028,0.006143846521507983
Secondary_Somatosensory_Cortex,rd_mean,Eigengene_2,-126.42019613654934,-0.23682755911835285,0.06630612600135603,-3.5717296937768537,3.864365827177869e-4,0.0010032488205173314,0.023163113941382905
Secondary_Somatosensory_Cortex,rd_mean,Eigengene_3,83.449954616315,0.1563298402018964,0.0621157211911444,2.516751592094269,0.012133897244499597,0.02400111542868052,0.011636308089193846
Secondary_Somatosensory_Cortex,rd_mean,Eigengene_4,77.61646580898034,0.14540175309551936,0.04181969218122466,3.4768728680599623,5.483107924601141e-4,0.0013707769811502853,0.021975812538278825
Secondary_Somatosensory_Cortex,rd_mean,Eigengene_5,-8.458219538273397,-0.01584509080790223,0.03075450611418577,-0.5152120066266827,0.6066165010992572,0.6551458211871979,4.931459283170578e-4
Secondary_Somatosensory_Cortex,rd_mean,Eigengene_6,-103.28630897914921,-0.19349000550082088,0.03544352977866196,-5.459106548053447,7.317202794535568e-8,4.7605897699388033e-7,0.05248634642880203
Secondary_Somatosensory_Cortex,rd_mean,Eigengene_7,-26.411515502517926,-0.04947765420583333,0.03409855104531835,-1.4510192570961602,0.1473573023201768,0.20094177589115017,0.0038982329425238296
Secondary_Somatosensory_Cortex,rd_mean,Eigengene_8,94.25155454035946,0.17656487085966663,0.03226881918010121,5.471686765921282,6.841732655039468e-8,4.5055312606357467e-7,0.05271576224586454
Secondary_Somatosensory_Cortex,rd_mean,Eigengene_9,30.659810812221433,0.05743614058188916,0.031593958514630364,1.817946951955765,0.06962825210591861,0.10892257106285316,0.0061054886628990265
Secondary_Somatosensory_Cortex,rd_mean,Eigengene_10,-22.55435971039566,-0.04225190373791886,0.02976693870817395,-1.4194238833943833,0.15635459997860174,0.21055232914824176,0.0037309427342816833
Temporal_Association_Cortex,rd_mean,Eigengene_1,-149.91638350640707,-0.280843822923072,0.1234097314186961,-2.2757024076994727,0.02325614175462996,0.043304539818966134,0.009534284555866192
Temporal_Association_Cortex,rd_mean,Eigengene_2,-119.3799350779747,-0.22363878158902809,0.06537387167574481,-3.4209199464012037,6.715089762877929e-4,0.0016633708586945327,0.021289132148623737
Temporal_Association_Cortex,rd_mean,Eigengene_3,84.98136131880523,0.15919868016933644,0.0611589123595367,2.603033213433399,0.009495247635331137,0.019348806502184204,0.01243774436242074
Temporal_Association_Cortex,rd_mean,Eigengene_4,68.89721844439445,0.1290676693509141,0.041279071413506854,3.126709611706093,0.001863289897039642,0.004209943700424296,0.017847272260580187
Temporal_Association_Cortex,rd_mean,Eigengene_5,-19.865659941049536,-0.0372150645062462,0.030258022170494857,-1.2299238957705332,0.21926315710311087,0.2759955823675521,0.0028038501290661598
Temporal_Association_Cortex,rd_mean,Eigengene_6,-110.27758103916263,-0.20658701015438874,0.034742146185931605,-5.946293848652434,4.9388200836278426e-9,5.9265841003534114e-8,0.0616689489242136
Temporal_Association_Cortex,rd_mean,Eigengene_7,-23.25967483969821,-0.04357319626543184,0.03360011154104019,-1.2968170124140876,0.19525005449564783,0.2528417971886087,0.003116159500320059
Temporal_Association_Cortex,rd_mean,Eigengene_8,85.15803113543228,0.15952964217319598,0.03192460318324368,4.997075179212519,7.883938213404194e-7,3.7020231610767526e-6,0.04435534153021315
Temporal_Association_Cortex,rd_mean,Eigengene_9,24.659861709635866,0.04619621733999764,0.031151751704057314,1.4829412412779626,0.13867555667829046,0.19004861524905303,0.004070933596776045
Temporal_Association_Cortex,rd_mean,Eigengene_10,-15.719381625688861,-0.029447690282339598,0.02934771070379801,-1.0034067249589131,0.3161157397542421,0.37434758655107614,0.001867926358054457
Ventral_Orbital_Cortex,rd_mean,Eigengene_1,-127.1403491184629,-0.23817664793572743,0.12362454292490457,-1.9266129710215167,0.0545542835597647,0.08820153629423036,0.006852051742054745
Ventral_Orbital_Cortex,rd_mean,Eigengene_2,-115.83348279305274,-0.21699508332059295,0.06544130911848355,-3.315873203693351,9.751959178415417e-4,0.0023509187305108593,0.020027531763488614
Ventral_Orbital_Cortex,rd_mean,Eigengene_3,86.13594664213623,0.16136160691897558,0.0611723461694782,2.6378194890861746,0.008585579871909561,0.017628186809243964,0.012768122473135569
Ventral_Orbital_Cortex,rd_mean,Eigengene_4,84.56910618308419,0.15842638760445701,0.04110494198293599,3.8541931933689386,1.3013402940208725e-4,3.757881062947974e-4,0.026869270254773443
Ventral_Orbital_Cortex,rd_mean,Eigengene_5,-11.520522407038472,-0.021581814336692,0.030297973511797218,-0.7123187406672139,0.4765762127883323,0.5339235578956419,9.422303021299463e-4
Ventral_Orbital_Cortex,rd_mean,Eigengene_6,-107.98073943444932,-0.2022842530985603,0.03480348511817727,-5.812183820433278,1.0572574088364412e-8,1.0380345468575969e-7,0.05908110335692693
Ventral_Orbital_Cortex,rd_mean,Eigengene_7,-19.436135494028253,-0.036410420711358894,0.03362899197979587,-1.0827092507927114,0.27942251368288934,0.3353070164194672,0.002174183299464913
Ventral_Orbital_Cortex,rd_mean,Eigengene_8,96.32429737493361,0.18044781552510644,0.031729909003243725,5.686994422412601,2.1236960840813738e-8,1.7918685709436591e-7,0.056706170886680944
Ventral_Orbital_Cortex,rd_mean,Eigengene_9,29.38857646407214,0.05505469096434201,0.031137097100306783,1.768138204630501,0.0776044879240027,0.11804626332101818,0.005777417651367351
Ventral_Orbital_Cortex,rd_mean,Eigengene_10,-22.577743020205403,-0.04229570854407782,0.02932989655689917,-1.4420681116970644,0.14986502049027833,0.20282483976127894,0.0038504705437918335
Posterolateral_Cortical_Amygdaloid_Area,rd_mean,Eigengene_1,-169.3998269971163,-0.3173428674281215,0.12175910503610661,-2.6063173454996753,0.009405824288716943,0.019239186045102837,0.012468756896107018
Posterolateral_Cortical_Amygdaloid_Area,rd_mean,Eigengene_2,-76.84749715037042,-0.1439612160925517,0.06499835202319834,-2.21484409391135,0.02718895608937128,0.049434465617038695,0.009035705200747002
Posterolateral_Cortical_Amygdaloid_Area,rd_mean,Eigengene_3,64.47574258820741,0.1207847575478777,0.06058646295682992,1.9935931502378883,0.04670097715508632,0.07735744682130863,0.0073332126915713995
Posterolateral_Cortical_Amygdaloid_Area,rd_mean,Eigengene_4,69.25904210256772,0.1297454867916011,0.04077443520595105,3.1820302632337794,0.001546888980028008,0.0036005174535134665,0.018472630782708374
Posterolateral_Cortical_Amygdaloid_Area,rd_mean,Eigengene_5,1.9379988914056554,0.003630523927758389,0.029939231379238866,0.12126309729767973,0.9035279246543284,0.9165549591185009,2.7331481159733784e-5
Posterolateral_Cortical_Amygdaloid_Area,rd_mean,Eigengene_6,-77.55616817124023,-0.14528879533399977,0.03488049988672961,-4.165330078577094,3.621206068464498e-5,1.1303186572085715e-4,0.031241515179705956
Posterolateral_Cortical_Amygdaloid_Area,rd_mean,Eigengene_7,-7.575897411315809,-0.014192204623025602,0.03324614110577983,-0.4268827644649048,0.6696354931162194,0.713221235271713,3.3860072817991886e-4
Posterolateral_Cortical_Amygdaloid_Area,rd_mean,Eigengene_8,73.89032882263106,0.13842144492969027,0.03171146649129293,4.365028182083502,1.52462243075287e-5,5.177962972368238e-5,0.03420402532478612
Posterolateral_Cortical_Amygdaloid_Area,rd_mean,Eigengene_9,31.08922160613873,0.058240571466276383,0.030741192474967354,1.8945449664550864,0.05868868467464589,0.09376298735002597,0.006627347744398909
Posterolateral_Cortical_Amygdaloid_Area,rd_mean,Eigengene_10,-29.797633049647718,-0.05582099156870515,0.028925346323774238,-1.929829670624373,0.05415335299445137,0.08781624809911033,0.006874793972739786
Hippocampus,rd_mean,Eigengene_1,-118.75058201372013,-0.22245979156539517,0.12676771736680617,-1.7548615387756894,0.07985218877305232,0.12078482335419678,0.005691471952257234
Hippocampus,rd_mean,Eigengene_2,-133.75394561557107,-0.25056613919796394,0.06688102169801415,-3.746446044579547,1.98730671928464e-4,5.447439738140638e-4,0.02542562727118525
Hippocampus,rd_mean,Eigengene_3,74.76455004965887,0.14005915540360014,0.06280553177246685,2.2300448933544463,0.026156234219769935,0.04804206285263866,0.009159017683017568
Hippocampus,rd_mean,Eigengene_4,80.14999652699083,0.1501479084902625,0.04220954499227646,3.557202725538423,4.0791560654426063e-4,0.0010539446293488075,0.02297939963373354
Hippocampus,rd_mean,Eigengene_5,-12.282415486469054,-0.02300909639940773,0.031048963241532102,-0.7410584443808421,0.45898132892672383,0.5163539950425643,0.0010197167705543733
Hippocampus,rd_mean,Eigengene_6,-112.14619582205266,-0.21008755430388845,0.035637273781323184,-5.895163462643748,6.612827567795451e-9,7.439431013769882e-8,0.06067703730672746
Hippocampus,rd_mean,Eigengene_7,-22.459966714111207,-0.04207507389908691,0.03445369004650291,-1.2212066063837357,0.2225426907542961,0.2794722162960928,0.0027643549571392373
Hippocampus,rd_mean,Eigengene_8,100.59626125593891,0.18845064109806728,0.032480036844246295,5.802045176295745,1.119222262731736e-8,1.0499022496596468e-7,0.058887290841659744
Hippocampus,rd_mean,Eigengene_9,26.201951108263987,0.049085069591302,0.03193265919249305,1.5371431892161758,0.12484613484881349,0.17510886446327087,0.004372634726140875
Hippocampus,rd_mean,Eigengene_10,-25.66420517968175,-0.04807769055231986,0.03004467756805538,-1.6002065738071976,0.11013978909919818,0.15817948434459314,0.004737046668814507
Parasubiculum,rd_mean,Eigengene_1,-117.2688341094652,-0.21968397923384025,0.1250290470605367,-1.757063533624098,0.07947576904068021,0.12055313281451492,0.005705682649473441
Parasubiculum,rd_mean,Eigengene_2,-148.1519996851022,-0.27753853843121545,0.06573903641381937,-4.2218224295857265,2.8450246998145502e-5,9.059657745190732e-5,0.03206732982633284
Parasubiculum,rd_mean,Eigengene_3,103.13398523353895,0.1932046518787646,0.061670220881424855,3.1328678431401253,0.0018253294080311068,0.00415897839804556,0.017916383111717924
Parasubiculum,rd_mean,Eigengene_4,91.34733184701858,0.17112428468262036,0.041466448808006394,4.126813112811808,4.2618583870455643e-5,1.3226457063244854e-4,0.030684050362790226
Parasubiculum,rd_mean,Eigengene_5,-3.7031361981341564,-0.006937219951309608,0.03063749874857013,-0.2264290570271626,0.8209537319925141,0.8412049625729746,9.528853608128964e-5
Parasubiculum,rd_mean,Eigengene_6,-104.16444155201967,-0.1951350432413942,0.035276943590465966,-5.53151785219091,4.961615984604052e-8,3.43496491241819e-7,0.0538125467280879
Parasubiculum,rd_mean,Eigengene_7,-19.893121575564077,-0.037266509386654996,0.03399050137859013,-1.0963801025344202,0.2734029821127216,0.330285481746912,0.0022293114997035753
Parasubiculum,rd_mean,Eigengene_8,101.89492279035474,0.19088347106286463,0.03197991517237746,5.9688548275994044,4.339119058753212e-9,5.325282481197124e-8,0.062108676535623554
Parasubiculum,rd_mean,Eigengene_9,21.92954758360786,0.041081420417873486,0.03151426830446782,1.3035816037667396,0.19293381586062439,0.25044293404984896,0.003148651330416933
Parasubiculum,rd_mean,Eigengene_10,-13.904578840562463,-0.02604795410871113,0.029682014164981622,-0.8775669320797677,0.38057049444477764,0.44034559370186027,0.001429410589737389
Perirhinal_Cortex,rd_mean,Eigengene_1,-144.35668068019854,-0.2704286290696142,0.12576222149803784,-2.1503168904648637,0.031975089452443664,0.05642662844548882,0.008521303700431158
Perirhinal_Cortex,rd_mean,Eigengene_2,-104.40339555605915,-0.19558268448264907,0.06677603455637642,-2.9289352951548238,0.0035454400845189205,0.007719909861452488,0.015695201002525035
Perirhinal_Cortex,rd_mean,Eigengene_3,76.03073006936275,0.14243113656353287,0.06238244729004289,2.2831925124916808,0.022808133973276638,0.042765251199893696,0.009596545656522132
Perirhinal_Cortex,rd_mean,Eigengene_4,72.56535361891869,0.13593932060954952,0.042017976856450964,3.235265730998158,0.0012899771223169377,0.003041867450005006,0.019084002159095288
Perirhinal_Cortex,rd_mean,Eigengene_5,-19.16525071244721,-0.03590296238124482,0.030823513868896646,-1.1647913516269712,0.2446196730458825,0.2995342935255704,0.0025154759271387834
Perirhinal_Cortex,rd_mean,Eigengene_6,-110.08461595434173,-0.20622552163095811,0.03543216626898945,-5.820291089891632,1.0101255596071848e-8,1.0291845324299619e-7,0.05923626958847741
Perirhinal_Cortex,rd_mean,Eigengene_7,-22.70592445649276,-0.042535835498535776,0.034227470645079486,-1.2427396677835059,0.2145051393308122,0.27190792309539574,0.0028624185080892684
Perirhinal_Cortex,rd_mean,Eigengene_8,84.68860502868472,0.15865024914546105,0.0325517425731326,4.873786673294935,1.4427407219517317e-6,6.232639918831481e-6,0.04228506631059645
Perirhinal_Cortex,rd_mean,Eigengene_9,23.767127270001353,0.04452382539044589,0.031736141535445926,1.4029375732622527,0.1612122801287209,0.21587490715067703,0.0036450918982658892
Perirhinal_Cortex,rd_mean,Eigengene_10,-19.06990166124311,-0.035724341529901435,0.029880156412076163,-1.1955875008560306,0.23238427897733735,0.2884770359718671,0.002649891522607081
Piriform_Cortex,rd_mean,Eigengene_1,-164.4793720132581,-0.3081251998465885,0.12747259646950163,-2.417187759412344,0.015972454066856916,0.030804018557509767,0.010743539677440999
Piriform_Cortex,rd_mean,Eigengene_2,-105.19282490329327,-0.19706155123903285,0.06776778646714467,-2.907894170847275,0.0037889225224311505,0.008216773241832762,0.015473982997751046
Piriform_Cortex,rd_mean,Eigengene_3,101.18245077935451,0.18954877128813002,0.06308064014988142,3.004864421758509,0.0027808197219798105,0.006129153672935092,0.01650590137583697
Piriform_Cortex,rd_mean,Eigengene_4,79.95785645340943,0.14978796549044343,0.042562879000246946,3.519216016603914,4.6948427524095654e-4,0.0011791698075819374,0.02250221942990001
Piriform_Cortex,rd_mean,Eigengene_5,-9.691033721689585,-0.01815456653114484,0.03130741872571362,-0.5798806567286242,0.562237859452297,0.6183471366685139,6.24631108934724e-4
Piriform_Cortex,rd_mean,Eigengene_6,-97.95184188999757,-0.1834967539592996,0.03621502271036469,-5.066868394004433,5.56832038870239e-7,2.7089126215308923e-6,0.04554617348681064
Piriform_Cortex,rd_mean,Eigengene_7,-22.984514217687778,-0.04305772784766563,0.034732153627081014,-1.2397079752086861,0.21562389609433436,0.27268595759002473,0.002848509402319353
Piriform_Cortex,rd_mean,Eigengene_8,97.2777056891543,0.18223387005436972,0.032825681532023254,5.55156394473,4.452320055845366e-8,3.2056704402086633e-7,0.05418211331697971
Piriform_Cortex,rd_mean,Eigengene_9,40.00958510656241,0.07495141339513975,0.03210048611946102,2.3348996372269957,0.019915518989516826,0.03773466755908451,0.010031720852059405
Piriform_Cortex,rd_mean,Eigengene_10,-23.113078694568856,-0.04329857236602241,0.030303337527457504,-1.4288384019347726,0.15363100874073496,0.2074018617999922,0.0037804110971377874
Amygdalopiriform_Transition_Area,rd_mean,Eigengene_1,-153.41209324805212,-0.2873924633365519,0.11345566143469474,-2.533081731685778,0.011592632160893472,0.023099709840894742,0.011917359558892195
Amygdalopiriform_Transition_Area,rd_mean,Eigengene_2,-70.52044502177372,-0.13210851883513317,0.060420299322907024,-2.1864922934111837,0.029214516501528367,0.05233073361001389,0.008906333846860718
Amygdalopiriform_Transition_Area,rd_mean,Eigengene_3,60.06275760799395,0.11251775201214034,0.05629754991239774,1.9986260891854886,0.0461571941541694,0.07706039141592923,0.007452513407948416
Amygdalopiriform_Transition_Area,rd_mean,Eigengene_4,43.49236769373826,0.0814758368991959,0.03816067926304123,2.135073024711737,0.03321124492620283,0.05785184600048235,0.008495879774574784
Amygdalopiriform_Transition_Area,rd_mean,Eigengene_5,-3.8971562303665137,-0.007300684746159168,0.02791291968855525,-0.2615521710956152,0.7937679507785157,0.8227153424575786,1.2857282443099347e-4
Amygdalopiriform_Transition_Area,rd_mean,Eigengene_6,-66.82706273034538,-0.12518957123260654,0.03256557876171477,-3.8442298891301685,1.3555672107226397e-4,3.852664704159081e-4,0.027027606532693562
Amygdalopiriform_Transition_Area,rd_mean,Eigengene_7,-14.307849860478319,-0.02680341640214624,0.03096950867944531,-0.8654776115300746,0.38716681089789406,0.4467309356514162,0.0014060118811217515
Amygdalopiriform_Transition_Area,rd_mean,Eigengene_8,60.10626822227607,0.1125992620310381,0.02969191025033869,3.7922538860480928,1.6639700286502821e-4,4.631669151913156e-4,0.02632079912643626
Amygdalopiriform_Transition_Area,rd_mean,Eigengene_9,21.070206568824165,0.03947158558767203,0.028712777283527963,1.3747045504482152,0.16980179161627032,0.22584474746991617,0.0035397053032650435
Amygdalopiriform_Transition_Area,rd_mean,Eigengene_10,-24.611598096066324,-0.04610580335437484,0.026982990694544486,-1.7086987827371067,0.08809002170469471,0.13104300749458717,0.005458112301119758
Striatum,rd_mean,Eigengene_1,-135.47724377141373,-0.2537944564158896,0.12493586300910081,-2.0313979533434865,0.04270564959851842,0.07251902762012562,0.007611834237633509
Striatum,rd_mean,Eigengene_2,-150.92713308312815,-0.2827372969284147,0.06571238266334124,-4.3026486861226605,2.0050056938662897e-5,6.601848016389003e-5,0.03326569701784726
Striatum,rd_mean,Eigengene_3,89.82844330825864,0.16827889544735256,0.06181925897164828,2.7221111712861052,0.006696971082365559,0.013999466208987786,0.013585909194491352
Striatum,rd_mean,Eigengene_4,89.19774456460924,0.1670973845134798,0.041506107253944845,4.025850545104984,6.492304380692699e-5,1.9157619484011244e-4,0.029244413712340878
Striatum,rd_mean,Eigengene_5,-3.33418313844202,-0.0062460467430211376,0.030644329405892397,-0.20382390034680042,0.8385681886285192,0.856005334327789,7.721370738335272e-5
Striatum,rd_mean,Eigengene_6,-105.50101450124285,-0.19763889404072446,0.03525900633472341,-5.605344976670195,3.324231185548303e-8,2.5644069145658337e-7,0.055178775332484165
Striatum,rd_mean,Eigengene_7,-17.271453856823495,-0.032355243737469494,0.03400713433888184,-0.9514251749367877,0.3418158104771907,0.40039162181709975,0.0016797200081490886
Striatum,rd_mean,Eigengene_8,104.43996390169758,0.19565118929677855,0.0319336201399574,6.126808938018499,1.7332810409617272e-9,2.8074401940968937e-8,0.06522210801985068
Striatum,rd_mean,Eigengene_9,28.407403022821168,0.053216623011083826,0.03148727338362855,1.6900994367696889,0.0915882134522103,0.1351301509950644,0.00528132035690245
Striatum,rd_mean,Eigengene_10,-28.590915497205987,-0.053560403615010375,0.029619730286960647,-1.808267769358758,0.07112307335271509,0.1100471622076394,0.006041039293935966
Amygdala,rd_mean,Eigengene_1,-134.20248097016312,-0.2514063968186011,0.1273977833789572,-1.9733969473453719,0.0489616813455401,0.08085415268070843,0.007186448619308787
Amygdala,rd_mean,Eigengene_2,-137.96630894915015,-0.2584573128940826,0.06721847166483164,-3.8450340582394724,1.349559142416336e-4,3.852664704159081e-4,0.02674512872225459
Amygdala,rd_mean,Eigengene_3,72.71976561467991,0.1362285862266919,0.06318407769424561,2.15605879199371,0.03152166596992721,0.0558088512254449,0.008566482258236629
Amygdala,rd_mean,Eigengene_4,91.48097172457535,0.17137463713396714,0.04230727269240057,4.050713417051585,5.8578507243072016e-5,1.7380436214977412e-4,0.02959602120506005
Amygdala,rd_mean,Eigengene_5,0.48518511414562504,9.089149504211299e-4,0.03124267697452459,0.029092095762545025,0.9768019281539488,0.9787904181334348,1.5731388558194398e-6
Amygdala,rd_mean,Eigengene_6,-100.68926874186604,-0.18862487540986878,0.03607562852004582,-5.22859567935337,2.449103212730194e-7,1.3094215196775295e-6,0.04835727032108595
Amygdala,rd_mean,Eigengene_7,-10.423172532280455,-0.01952610883804617,0.034688772477963425,-0.562894200146472,0.5737414201560234,0.6267343605572475,5.88593651914942e-4
Amygdala,rd_mean,Eigengene_8,107.32500021207578,0.20105583292362786,0.03253770327040334,6.179164867684761,1.273156083855261e-9,2.455372447435146e-8,0.06626738298412024
Amygdala,rd_mean,Eigengene_9,23.423694455604426,0.043880460187413345,0.03213032383885802,1.365702394021465,0.17260306559097313,0.22900652437131572,0.003454831365053789
Amygdala,rd_mean,Eigengene_10,-29.334368159617725,-0.05495314057270977,0.030195753053404384,-1.8198963435526623,0.06933034573300718,0.10883251946460429,0.006118509403778936
